# MACSJ0416 photometric redshifts
# M0416cl_A.cat IDs cross matched wth M0416cl_ZPHOT.cat
# ID RA[deg] DEC[deg] ZBEST ZBEST_SIG ZPHOTFLAG
1137 64.028893 -24.077581 0.39255 0.055 0
1138 64.023026 -24.07724 1.09125 0.0195 0
1139 64.047585 -24.076906 0.4771 0.042 0
1140 64.037491 -24.077578 0.502 0.03 0
1141 64.045822 -24.076527 3.318 0.055 0
1142 64.038017 -24.077322 0.01 0.02 0
1143 64.051941 -24.076658 2.04485 0.045 0
1144 64.032333 -24.074734 0.4666 0.0 1
1145 64.015472 -24.076986 0.87 0.0465 0
1146 64.025551 -24.07666 3.9636 0.0675 0
1147 64.047913 -24.076645 2.75885 0.081 0
1148 64.026337 -24.076691 1.8555 1.537 0
1149 64.0401 -24.07679 2.21555 1.77 0
1150 64.042473 -24.076365 2.832 0.029 0
1151 64.035637 -24.076675 0.535 0.0975 0
1152 64.051331 -24.076334 0.781 0.035 0
1153 64.026718 -24.076387 0.3966 0.0 1
1154 64.042725 -24.076376 2.344999 0.1 0
1155 64.027679 -24.076397 2.4595 0.045 0
1156 64.04789 -24.077005 0.46515 0.0375 0
1157 64.042976 -24.076303 1.65 0.3335 0
1158 64.048233 -24.07629 2.01 1.3104 0
1159 64.019867 -24.076286 1.2902 0.0 1
1160 64.016754 -24.077227 0.4762 0.04 0
1161 64.028915 -24.07646 0.01 0.02 0
1162 64.027901 -24.076424 0.2975 0.0225 0
1163 64.041504 -24.076824 0.7305 0.0405 0
1164 64.050591 -24.076141 5.9605 0.09 0
1165 64.01812 -24.076151 1.548 0.16795 0
1166 64.026024 -24.077179 2.2921 0.0 1
1167 64.044098 -24.074451 0.7049 0.0 1
1168 64.023979 -24.076462 0.606 0.04015 0
1169 64.043724 -24.076153 0.3325 0.0145 0
1170 64.051964 -24.076107 2.1265 0.1084 0
1171 64.033669 -24.076969 0.01 0.02 0
1172 64.051575 -24.076166 2.2375 0.09045 0
1173 64.056099 -24.076113 0.7145 0.14435 0
1174 64.053139 -24.076111 0.815 0.0266 0
1175 64.047287 -24.074467 0.4682 0.0 1
1176 64.054802 -24.076572 0.588 0.01945 0
1177 64.032845 -24.07616 3.1455 0.0465 0
1178 64.049263 -24.076088 0.7892 0.035 0
1179 64.023354 -24.076462 0.4613 0.01 0
1180 64.055397 -24.076017 2.4095 0.07355 0
1181 64.017532 -24.076311 1.85 0.0935 0
1182 64.045349 -24.07637 2.995 0.0835 0
1183 64.054428 -24.076107 2.39 0.2215 0
1184 64.036644 -24.076569 0.55015 0.0055 0
1185 64.021484 -24.075964 2.268 0.035 0
1186 64.052063 -24.075958 1.9864 0.009 0
1187 64.053909 -24.076136 3.232951 0.03 0
1188 64.045952 -24.075977 0.71765 0.0365 0
1189 64.051537 -24.075912 2.2522 0.014 0
1190 64.047386 -24.076036 0.345 1.4305 0
1191 64.046906 -24.075701 0.55775 0.0825 0
1192 64.016586 -24.076347 1.3832 0.0 1
1193 64.028885 -24.07506 0.4058 0.0 1
1194 64.034401 -24.075369 1.9541 1.6105 0
1195 64.018097 -24.075636 2.1808 0.0 1
1196 64.057747 -24.073887 0.3675 0.0157 0
1197 64.023354 -24.076668 0.3275 0.03725 0
1198 64.028618 -24.075954 1.2554 0.945 0
1199 64.049416 -24.075924 2.30205 1.105 0
1200 64.057465 -24.07583 4.848 2.33355 0
1201 64.020546 -24.075827 0.57 0.031 0
1202 64.049484 -24.0765 2.6995 0.27485 0
1203 64.02137 -24.076263 0.85 0.0515 0
1204 64.026657 -24.075792 0.193 0.01835 0
1205 64.05117 -24.075787 1.45335 0.811 0
1206 64.055336 -24.075764 3.3059 0.084 0
1207 64.022232 -24.075768 0.5575 0.023 0
1208 64.021172 -24.075794 2.341499 0.0689 0
1209 64.05172 -24.075855 2.164999 0.0615 0
1210 64.024712 -24.075806 0.9535 0.4093 0
1211 64.023384 -24.076134 4.055001 0.0935 0
1212 64.056427 -24.075962 0.548 0.07525 0
1213 64.031418 -24.076248 0.6181 0.0725 0
1214 64.041862 -24.076536 0.38215 0.065 0
1215 64.017906 -24.076307 1.068 0.02 0
1216 64.047607 -24.076422 0.4363 0.037 0
1217 64.040428 -24.075762 4.775 0.129 0
1218 64.026222 -24.076031 0.3175 0.0225 0
1219 64.057388 -24.075634 7.790051 2.681 0
1220 64.046303 -24.075605 3.957 1.7186 0
1221 64.023277 -24.075598 0.835 0.03755 0
1222 64.024635 -24.075594 3.37845 1.6645 0
1223 64.026138 -24.076279 0.3425 0.0175 0
1224 64.026863 -24.075739 2.3355 0.0 1
1225 64.033134 -24.07604 0.35 0.0135 0
1226 64.025871 -24.075781 0.3586 0.0 1
1227 64.030602 -24.075602 0.105 0.085 0
1228 64.019203 -24.075808 0.3586 0.0 1
1229 64.057373 -24.076038 0.0775 0.3055 0
1230 64.039734 -24.076094 0.605 0.01405 0
1231 64.028839 -24.075844 0.01 0.02 0
1232 64.037903 -24.075445 0.09 0.1425 0
1233 64.027863 -24.075649 0.492 0.057 0
1234 64.054436 -24.075432 1.2045 0.105 0
1235 64.047104 -24.075914 0.549 0.01565 0
1236 64.040352 -24.075644 0.9735 2.0756 0
1237 64.053894 -24.07555 2.99545 0.0115 0
1238 64.036552 -24.076004 0.5028 0.0155 0
1239 64.04258 -24.075539 4.152 0.0572 0
1240 64.04174 -24.075317 4.2805 0.0842 0
1241 64.040482 -24.075478 2.9283 0.0635 0
1242 64.051361 -24.075356 0.874 0.0845 0
1243 64.034485 -24.075735 0.5675 0.048 0
1244 64.054703 -24.075251 3.150099 0.0305 0
1245 64.053978 -24.075333 2.909 0.055 0
1246 64.020119 -24.075254 1.1765 0.0085 0
1247 64.032356 -24.075691 6.84005 1.002 0
1248 64.041847 -24.075808 1.9897 0.0 1
1249 64.057785 -24.075228 6.64705 0.7785 0
1250 64.036598 -24.075703 0.487 0.02605 0
1251 64.046074 -24.075172 2.289 0.03725 0
1252 64.054138 -24.075741 0.3956 0.0475 0
1253 64.019333 -24.075153 7.6591 0.025 0
1254 64.057228 -24.075306 1.7 0.0555 0
1255 64.045219 -24.073563 0.7145 0.0395 0
1256 64.026779 -24.075125 2.5165 0.044 0
1257 64.039932 -24.07563 0.349 0.0105 0
1258 64.017273 -24.075352 0.282 0.06075 0
1259 64.032028 -24.075615 1.61 0.0255 0
1260 64.0233 -24.075056 5.239 0.01 0
1261 64.045837 -24.075434 0.631 0.084 0
1262 64.036011 -24.075285 0.46 0.0375 0
1263 64.05191 -24.075052 0.369 0.026 0
1264 64.037033 -24.073761 0.334 0.1125 0
1265 64.053467 -24.075665 0.6045 0.0475 0
1266 64.03186 -24.072073 0.405 0.0 1
1267 64.020821 -24.074976 2.633 0.023 0
1268 64.05677 -24.074987 3.235 0.07475 0
1269 64.024948 -24.075018 3.4109 0.065 0
1270 64.032532 -24.073565 0.4016 0.0 1
1271 64.033012 -24.074305 0.445 0.0245 0
1272 64.047363 -24.075037 0.53 0.0203 0
1273 64.019699 -24.074921 1.43685 0.06 0
1274 64.038506 -24.074926 2.333 0.0035 0
1275 64.025635 -24.07559 0.4591 0.012 0
1276 64.033493 -24.075415 4.3888 1.9035 0
1277 64.035904 -24.07445 0.49 0.02815 0
1278 64.034203 -24.073835 0.4082 0.0 1
1279 64.055374 -24.074917 2.41 0.07535 0
1280 64.026283 -24.07551 2.92 0.23155 0
1281 64.039345 -24.075548 0.52 0.0405 0
1282 64.045105 -24.075256 0.661 0.075 0
1283 64.021118 -24.074903 1.92015 0.035 0
1284 64.025009 -24.075359 0.3144 0.0135 0
1285 64.054695 -24.074888 0.31 0.0225 0
1286 64.050362 -24.074877 2.3365 0.01145 0
1287 64.021736 -24.074966 0.2975 0.009 0
1288 64.024948 -24.072069 0.3991 0.0 1
1289 64.048286 -24.074818 4.279 1.79 0
1290 64.03476 -24.075098 0.41 0.071 0
1291 64.051804 -24.074846 0.8085 0.0305 0
1292 64.020874 -24.073341 0.401 0.0 1
1293 64.05584 -24.074764 2.1675 0.141 0
1294 64.031631 -24.075277 0.596 1.365 0
1295 64.048058 -24.074968 0.666 0.017 0
1296 64.033691 -24.074799 0.01 0.02 0
1297 64.036835 -24.075157 0.56 0.0667 0
1298 64.033188 -24.07501 0.626 0.2777 0
1299 64.042763 -24.073032 0.4067 0.0 1
1300 64.031204 -24.074987 3.865 0.1425 0
1301 64.053368 -24.07473 2.58 0.02495 0
1302 64.057014 -24.074808 4.289999 0.196 0
1303 64.025459 -24.074669 3.932 0.0575 0
1304 64.039467 -24.074652 2.925751 2.043 0
1305 64.038963 -24.074726 0.612 0.085 0
1306 64.025848 -24.074856 2.909 0.01 0
1307 64.022705 -24.074594 3.607399 0.0785 0
1308 64.02739 -24.074579 0.7905 0.43165 0
1309 64.050537 -24.075033 2.0703 0.0865 0
1310 64.053513 -24.074566 4.0689 0.02 0
1311 64.03801 -24.074524 3.13 0.04705 0
1312 64.026634 -24.074675 2.65 0.002 0
1313 64.04245 -24.074656 0.3928 0.0 1
1314 64.029419 -24.074678 0.127 0.0305 0
1315 64.035103 -24.074394 0.5625 0.0524 0
1316 64.037895 -24.07443 0.55 0.0155 0
1317 64.047676 -24.075062 3.150149 0.0705 0
1318 64.039917 -24.07439 3.706 0.0752 0
1319 64.024269 -24.074642 0.445 0.03905 0
1320 64.03672 -24.074881 0.344 0.0324 0
1321 64.022903 -24.074324 3.524 0.0967 0
1322 64.045753 -24.074329 0.0885 0.0225 0
1323 64.053215 -24.074604 2.157899 0.0925 0
1324 64.027954 -24.074286 0.1805 0.02505 0
1325 64.038239 -24.071762 0.3952 0.0 1
1326 64.029892 -24.074284 3.412 0.3645 0
1327 64.033936 -24.074583 3.36235 0.099 0
1328 64.038559 -24.074343 0.6425 0.0705 0
1329 64.022507 -24.074312 0.8385 1.51885 0
1330 64.04866 -24.074095 0.4731 0.052 0
1331 64.040894 -24.074602 0.4851 0.013 0
1332 64.044495 -24.07354 0.4031 0.0 1
1333 64.030785 -24.074169 5.163899 0.092 0
1334 64.021629 -24.074152 0.605 0.09 0
1335 64.025429 -24.074135 2.22 0.115 0
1336 64.024437 -24.07431 0.3 1.6854 0
1337 64.056404 -24.074034 3.1495 0.04285 0
1338 64.050545 -24.074032 3.866399 0.089 0
1339 64.050591 -24.074196 0.6 0.007 0
1340 64.039131 -24.073978 4.0231 2.238 0
1341 64.034546 -24.074459 3.905 0.1283 0
1342 64.042183 -24.074238 4.121999 0.075 0
1343 64.052284 -24.073912 2.42125 0.085 0
1344 64.024429 -24.073912 4.529999 0.074 0
1345 64.016869 -24.074211 1.825 0.361 0
1346 64.018204 -24.072723 0.49 0.00525 0
1347 64.038254 -24.073669 1.8355 0.0787 0
1348 64.028313 -24.072271 0.3933 0.0 1
1349 64.048981 -24.074408 0.595 0.114 0
1350 64.049431 -24.073854 1.344499 0.1195 0
1351 64.05175 -24.073837 2.1565 0.096 0
1352 64.030869 -24.073807 0.55 0.0305 0
1353 64.026237 -24.074331 1.6324 0.0 1
1354 64.053658 -24.07379 4.661949 0.055 0
1355 64.024574 -24.073643 0.8465 0.03035 0
1356 64.052437 -24.074373 2.3606 0.0 1
1357 64.040352 -24.074421 0.517 0.01745 0
1358 64.026726 -24.073706 3.83475 0.057 0
1359 64.050949 -24.073858 0.7806 0.0055 0
1360 64.043678 -24.073341 0.3314 0.055 0
1361 64.027885 -24.073973 0.6125 0.0705 0
1362 64.023361 -24.073858 0.348 0.035 0
1363 64.025444 -24.073648 3.25165 0.0135 0
1364 64.057289 -24.073963 0.686 0.0197 0
1365 64.025192 -24.073578 3.28 0.0708 0
1366 64.026756 -24.073563 3.571499 0.1035 0
1367 64.057129 -24.074255 0.565 0.22265 0
1368 64.023247 -24.073776 2.757 0.0945 0
1369 64.024475 -24.073496 0.82 0.06035 0
1370 64.040848 -24.07399 0.3625 0.026 0
1371 64.024796 -24.073473 3.41 0.0875 0
1372 64.058517 -24.073437 7.115051 1.6065 0
1373 64.021751 -24.073421 2.2577 0.0 1
1374 64.022285 -24.072603 0.3998 0.0 1
1375 64.033524 -24.073389 2.327 1.7399 0
1376 64.055832 -24.0742 0.9045 0.0435 0
1377 64.056541 -24.073584 0.505 0.015 0
1378 64.058342 -24.073368 3.782 3.694999 0
1379 64.043106 -24.073753 0.6177 0.0595 0
1380 64.041557 -24.073393 2.357599 1.745 0
1381 64.035011 -24.073856 0.5 0.2345 0
1382 64.035126 -24.07329 1.3072 0.93 0
1383 64.044868 -24.073513 0.4024 0.0 1
1384 64.019081 -24.070829 0.4114 0.0 1
1385 64.049332 -24.073286 2.573 0.2845 0
1386 64.029755 -24.07349 0.47 0.0413 0
1387 64.054756 -24.073458 0.3255 0.05035 0
1388 64.026779 -24.073275 4.155 0.062 0
1389 64.058632 -24.073236 1.0212 1.094 0
1390 64.036797 -24.072254 0.3971 0.0 1
1391 64.038528 -24.073868 1.8325 0.1518 0
1392 64.025719 -24.073225 4.52 0.083 0
1393 64.036079 -24.073193 0.565 0.0175 0
1394 64.046036 -24.073195 2.3315 0.1 0
1395 64.051788 -24.073158 4.209199 0.015 0
1396 64.047562 -24.073267 0.4255 0.0351 0
1397 64.034271 -24.072542 0.5495 0.04 0
1398 64.03566 -24.073603 0.565 0.025 0
1399 64.053413 -24.073204 2.3365 0.1 0
1400 64.039146 -24.073259 3.43 0.0787 0
1401 64.02063 -24.073143 0.612 0.57 0
1402 64.052551 -24.073101 1.53645 0.046 0
1403 64.039703 -24.073208 0.9376 1.6685 0
1404 64.051895 -24.073359 3.5301 0.009 0
1405 64.029274 -24.07332 5.1635 0.04 0
1406 64.046204 -24.073009 0.6637 0.037 0
1407 64.056206 -24.073627 0.5143 0.0575 0
1408 64.023666 -24.072973 0.3425 0.0155 0
1409 64.034828 -24.07321 0.01 0.02 0
1410 64.031898 -24.073311 0.43 0.0165 0
1411 64.056366 -24.072905 0.91115 0.0585 0
1412 64.034843 -24.07341 0.01 0.02 0
1413 64.03495 -24.072987 0.01 0.6474 0
1414 64.036736 -24.068893 0.27 0.05995 0
1415 64.050301 -24.072678 0.6681 0.0 1
1416 64.040367 -24.073051 1.1225 0.04 0
1417 64.019676 -24.073029 0.05 0.016 0
1418 64.047127 -24.073311 0.348 0.65 0
1419 64.047577 -24.073025 0.07 0.022 0
1420 64.041145 -24.072924 1.46085 0.0605 0
1421 64.055107 -24.073122 0.565 0.32885 0
1422 64.044525 -24.072891 1.705 0.1575 0
1423 64.041718 -24.072779 0.375 0.015 0
1424 64.036095 -24.073355 3.0485 0.03795 0
1425 64.019882 -24.073084 0.05 0.021 0
1426 64.027763 -24.073143 3.2365 0.04605 0
1427 64.035255 -24.072729 2.2 0.0975 0
1428 64.035866 -24.072805 2.0045 0.031 0
1429 64.037666 -24.073284 1.954 0.05895 0
1430 64.054459 -24.073387 0.598 0.0232 0
1431 64.049988 -24.072706 0.6719 0.0 1
1432 64.02758 -24.072756 3.2226 0.0 1
1433 64.028954 -24.072802 0.8905 0.05235 0
1434 64.044304 -24.072704 2.045 0.56095 0
1435 64.017799 -24.073221 1.65 0.1555 0
1436 64.029778 -24.072607 0.07 0.0365 0
1437 64.032684 -24.070148 0.3922 0.0 1
1438 64.051964 -24.073166 0.829 0.19865 0
1439 64.045509 -24.072674 3.5557 0.1035 0
1440 64.037567 -24.072773 0.474 0.0448 0
1441 64.053764 -24.07267 2.7335 0.3335 0
1442 64.056793 -24.073061 0.63 0.27 0
1443 64.045364 -24.072535 3.348799 0.09 0
1444 64.01796 -24.072596 0.431 0.322 0
1445 64.023308 -24.071419 0.7349 0.0 1
1446 64.035751 -24.069674 0.4009 0.0 1
1447 64.048706 -24.072493 0.5495 0.0805 0
1448 64.023964 -24.072929 0.5167 0.233 0
1449 64.057838 -24.072502 0.9935 0.0398 0
1450 64.023598 -24.072615 2.699999 0.078 0
1451 64.03434 -24.073132 0.403 0.047 0
1452 64.033302 -24.072407 0.43695 0.0225 0
1453 64.053307 -24.072533 3.08 0.065 0
1454 64.033974 -24.073006 0.4845 0.01775 0
1455 64.036064 -24.072405 2.862 0.165 0
1456 64.0438 -24.07239 3.355 0.07335 0
1457 64.051979 -24.072378 6.065 0.23725 0
1458 64.053398 -24.072561 3.324 0.0144 0
1459 64.048622 -24.072115 2.12475 0.136 0
1460 64.054039 -24.072529 0.673 0.0 1
1461 64.042442 -24.072557 0.6 0.096 0
1462 64.044792 -24.072348 2.10715 0.0145 0
1463 64.032036 -24.072737 0.4722 0.0095 0
1464 64.019287 -24.073036 0.266 0.03035 0
1465 64.019585 -24.072845 0.61 0.0805 0
1466 64.04467 -24.072521 0.5375 0.0725 0
1467 64.017769 -24.072208 1.3791 0.0 1
1468 64.027168 -24.072685 0.204 0.0224 0
1469 64.02639 -24.072241 2.234 0.10865 0
1470 64.034065 -24.072731 0.497 0.0164 0
1471 64.042328 -24.072231 0.919 0.0105 0
1472 64.021492 -24.072254 0.825 0.0236 0
1473 64.058403 -24.072229 0.43 0.4913 0
1474 64.051437 -24.072908 0.5521 0.04 0
1475 64.046188 -24.071966 1.0235 0.01885 0
1476 64.031715 -24.072599 0.4215 0.0329 0
1477 64.046394 -24.072224 0.05 0.031 0
1478 64.029541 -24.07218 0.504 0.05 0
1479 64.049683 -24.07221 2.9914 0.1205 0
1480 64.021652 -24.072462 0.308 0.0061 0
1481 64.019104 -24.072191 0.6775 0.025 0
1482 64.035782 -24.072182 0.57325 0.1055 0
1483 64.053062 -24.072372 3.4487 0.0465 0
1484 64.057442 -24.072023 4.412851 0.128 0
1485 64.045105 -24.072336 3.449 0.00735 0
1486 64.058945 -24.071993 0.4575 0.15385 0
1487 64.045654 -24.07202 0.49 0.0275 0
1488 64.027634 -24.072201 3.435 0.139 0
1489 64.017601 -24.072504 1.554 2.2615 0
1490 64.05162 -24.071869 1.0335 0.1753 0
1491 64.058884 -24.072361 0.823 0.0345 0
1492 64.057854 -24.072029 2.2675 0.08 0
1493 64.043427 -24.072474 0.5354 0.0505 0
1494 64.021973 -24.071758 7.0794 0.02505 0
1495 64.029449 -24.071873 0.01 0.02 0
1496 64.030319 -24.071722 2.7967 0.047 0
1497 64.05442 -24.071672 0.7155 0.035 0
1498 64.046646 -24.07168 0.89595 0.0465 0
1499 64.040298 -24.071962 0.677 0.1435 0
1500 64.027466 -24.072247 3.1723 0.0625 0
1501 64.019859 -24.07173 2.58935 0.1405 0
1502 64.05278 -24.071596 2.264 0.0665 0
1503 64.025352 -24.072199 0.2925 0.10465 0
1504 64.03878 -24.070721 0.3968 0.0 1
1505 64.053947 -24.071581 1.0329 1.275 0
1506 64.027733 -24.071817 0.89 0.01 0
1507 64.027298 -24.071539 0.05 0.0475 0
1508 64.049736 -24.071518 0.598 1.3625 0
1509 64.055878 -24.071482 2.8205 0.39415 0
1510 64.05201 -24.071587 2.8 1.3071 0
1511 64.045151 -24.071461 0.3956 0.0 1
1512 64.04126 -24.071123 0.94 0.06345 0
1513 64.02916 -24.071585 0.612 0.0725 0
1514 64.036087 -24.071558 0.138 0.01 0
1515 64.034645 -24.071526 0.05 0.0 0
1516 64.030457 -24.071377 0.071 0.0065 0
1517 64.028824 -24.071419 0.01 0.02 0
1518 64.044548 -24.072077 2.0943 0.0 1
1519 64.052963 -24.07135 4.656 0.13985 0
1520 64.021286 -24.071318 2.4515 0.3015 0
1521 64.047195 -24.072063 0.5625 0.0261 0
1522 64.031715 -24.071301 4.755 0.026 0
1523 64.041313 -24.071365 0.3991 0.0 1
1524 64.052292 -24.071289 2.2435 0.0125 0
1525 64.041313 -24.071617 1.04135 0.065 0
1526 64.039391 -24.071243 0.8375 1.742 0
1527 64.02327 -24.071663 0.7565 0.0129 0
1528 64.046463 -24.071312 4.0102 0.133 0
1529 64.032066 -24.071217 4.928 0.063 0
1530 64.030022 -24.071182 0.01 0.02 0
1531 64.051674 -24.071215 0.598 0.017 0
1532 64.026558 -24.070131 0.2684 0.0 1
1533 64.031013 -24.071686 0.31685 0.0255 0
1534 64.03376 -24.070614 1.3765 0.66695 0
1535 64.029198 -24.071136 0.01 0.02 0
1536 64.029625 -24.071232 0.01 0.6405 0
1537 64.047104 -24.0711 2.34875 0.03 0
1538 64.052437 -24.07106 2.787 0.127 0
1539 64.023064 -24.071226 0.7356 0.0 1
1540 64.034752 -24.071648 0.4082 0.0 1
1541 64.054039 -24.071299 2.235 0.00765 0
1542 64.046799 -24.071341 2.5845 0.2545 0
1543 64.030457 -24.070971 4.43395 0.125 0
1544 64.038773 -24.070063 0.915 0.03295 0
1545 64.036827 -24.070923 3.670499 1.7375 0
1546 64.055748 -24.07103 1.3265 0.0485 0
1547 64.027908 -24.070841 3.133999 0.0264 0
1548 64.052338 -24.070833 1.6632 0.0425 0
1549 64.027672 -24.070896 3.2225 0.1 0
1550 64.027344 -24.070803 2.65 0.027 0
1551 64.04155 -24.071451 1.7088 0.47 0
1552 64.027267 -24.071354 0.32 0.0139 0
1553 64.051437 -24.071278 1.3478 0.0 1
1554 64.044632 -24.071484 2.2819 0.0 1
1555 64.030167 -24.071156 0.56 0.05995 0
1556 64.036469 -24.070772 1.655 2.067 0
1557 64.0476 -24.070768 2.145 0.0925 0
1558 64.035194 -24.070971 1.9896 0.0 1
1559 64.029793 -24.070807 0.489 0.1975 0
1560 64.054901 -24.070795 4.359 0.2 0
1561 64.028122 -24.070745 0.4805 1.373 0
1562 64.02507 -24.070734 3.383 1.6063 0
1563 64.058815 -24.070662 2.3046 0.021 0
1564 64.020706 -24.070383 0.78915 0.1425 0
1565 64.057312 -24.070871 0.8965 0.1445 0
1566 64.048889 -24.070805 0.585 0.0555 0
1567 64.033531 -24.071367 1.572 0.0904 0
1568 64.040306 -24.070627 0.608 0.3104 0
1569 64.046013 -24.070757 2.6045 0.1182 0
1570 64.023941 -24.070591 0.3575 0.36615 0
1571 64.047356 -24.070601 2.8396 0.0495 0
1572 64.040466 -24.070574 0.08 0.043 0
1573 64.058487 -24.070698 1.46225 0.0155 0
1574 64.0541 -24.070539 2.8415 0.53095 0
1575 64.052185 -24.070539 1.572 0.051 0
1576 64.045753 -24.070553 2.09365 0.016 0
1577 64.041046 -24.070522 1.7695 0.0935 0
1578 64.051979 -24.070515 1.2255 0.095 0
1579 64.040764 -24.070587 0.5975 0.079 0
1580 64.030273 -24.070393 0.361 0.08 0
1581 64.042618 -24.071051 0.349 0.1575 0
1582 64.049896 -24.070784 0.588 0.0281 0
1583 64.041458 -24.070339 4.125 0.08285 0
1584 64.048439 -24.07029 1.094 0.1904 0
1585 64.029221 -24.07028 3.91 2.24015 0
1586 64.059158 -24.07025 0.722 1.81235 0
1587 64.054008 -24.070314 1.23195 0.099 0
1588 64.058136 -24.070328 1.5681 0.076 0
1589 64.029541 -24.070194 7.497 0.11705 0
1590 64.036453 -24.069744 0.266 0.1845 0
1591 64.050835 -24.070177 2.10755 0.055 0
1592 64.021881 -24.070169 0.817 0.405 0
1593 64.022179 -24.070822 0.4475 0.175 0
1594 64.027809 -24.070139 3.0435 0.129 0
1595 64.044189 -24.068714 0.408 0.0 1
1596 64.047798 -24.070137 3.74755 0.0835 0
1597 64.022934 -24.070192 0.1525 0.1635 0
1598 64.039917 -24.07025 0.981 0.041 0
1599 64.029922 -24.070055 0.01 0.02 0
1600 64.036034 -24.071037 1.23 0.661 0
1601 64.055092 -24.070034 4.64665 2.57 0
1602 64.033318 -24.070347 0.193 0.035 0
1603 64.03643 -24.070074 0.051 0.022 0
1604 64.059517 -24.070887 0.3555 0.0142 0
1605 64.031647 -24.07 0.33 1.66385 0
1606 64.028214 -24.070005 3.9 0.03805 0
1607 64.043144 -24.070404 0.5698 0.0625 0
1608 64.022224 -24.069946 5.03 0.2055 0
1609 64.048378 -24.069908 2.2075 0.0354 0
1610 64.024719 -24.069897 0.065 0.032 0
1611 64.054398 -24.069897 3.7 0.14015 0
1612 64.038902 -24.06988 2.52815 2.09 0
1613 64.056625 -24.070133 2.4455 0.146 0
1614 64.022011 -24.069864 6.289999 0.213 0
1615 64.023491 -24.069777 1.5995 0.135 0
1616 64.051102 -24.070404 1.7895 0.03875 0
1617 64.035194 -24.068743 0.3979 0.0 1
1618 64.057831 -24.069941 2.333 0.01445 0
1619 64.045364 -24.069672 0.129 0.06 0
1620 64.024017 -24.069818 3.108999 0.0451 0
1621 64.026962 -24.069859 0.2925 0.02195 0
1622 64.054108 -24.069616 1.835 0.0608 0
1623 64.0485 -24.069593 3.444 1.494 0
1624 64.059181 -24.066481 0.313 0.0 1
1625 64.025696 -24.070341 0.2846 0.0225 0
1626 64.030861 -24.06958 0.477 0.027 0
1627 64.019302 -24.06958 2.9935 0.0401 0
1628 64.053131 -24.069553 4.02 0.0393 0
1629 64.039482 -24.06954 0.05 0.0 0
1630 64.039734 -24.069748 0.5575 0.0105 0
1631 64.054626 -24.069828 1.2655 0.0395 0
1632 64.022446 -24.069456 6.075501 2.29455 0
1633 64.030014 -24.069929 0.61 0.0667 0
1634 64.045708 -24.069405 0.445 0.0365 0
1635 64.022011 -24.069263 5.605 2.31035 0
1636 64.037529 -24.069365 0.3069 0.1015 0
1637 64.026787 -24.069218 3.33 1.53115 0
1638 64.047569 -24.06988 0.4995 0.0345 0
1639 64.020256 -24.069878 1.645 0.3146 0
1640 64.033943 -24.070028 4.5186 0.1414 0
1641 64.021263 -24.070463 0.1435 0.015 0
1642 64.041283 -24.069164 1.292 0.075 0
1643 64.045326 -24.069145 1.944 0.114 0
1644 64.044769 -24.069818 0.54195 0.074 0
1645 64.037773 -24.068989 0.41 0.025 0
1646 64.026932 -24.069489 0.204 0.009 0
1647 64.02076 -24.069094 2.344999 0.01335 0
1648 64.057747 -24.069027 1.498 0.0185 0
1649 64.02198 -24.068974 0.01 0.02 0
1650 64.028755 -24.068953 3.3225 0.255 0
1651 64.058632 -24.065401 0.05 1.8949 0
1652 64.05043 -24.068953 0.05 0.016 0
1653 64.050621 -24.06933 0.314 0.0203 0
1654 64.030891 -24.069155 0.32 1.4665 0
1655 64.024315 -24.068918 0.3477 0.0 1
1656 64.037064 -24.069984 0.108 0.0345 0
1657 64.039642 -24.069511 0.324 0.0326 0
1658 64.032753 -24.068254 0.3975 0.0 1
1659 64.03344 -24.069071 0.4113 0.0 1
1660 64.039795 -24.069201 5.514502 0.436 0
1661 64.05088 -24.068804 2.76 0.047 0
1662 64.04715 -24.068783 0.2535 0.045 0
1663 64.038704 -24.068762 3.493 1.7981 0
1664 64.040894 -24.069735 0.4099 0.077 0
1665 64.034721 -24.069794 0.4018 0.0 1
1666 64.030724 -24.068884 2.534 0.02895 0
1667 64.033531 -24.06945 2.0952 0.0 1
1668 64.025963 -24.069317 0.214 0.02565 0
1669 64.052315 -24.068804 1.7595 0.00185 0
1670 64.039444 -24.069332 0.4058 0.0 1
1671 64.056084 -24.06905 2.52205 0.148 0
1672 64.058296 -24.068628 0.77355 2.0025 0
1673 64.023575 -24.068653 0.7339 0.0 1
1674 64.02774 -24.068628 1.845 0.39845 0
1675 64.042458 -24.06863 0.2325 0.11 0
1676 64.041046 -24.069429 0.335 0.015 0
1677 64.054161 -24.068598 0.95125 0.2835 0
1678 64.043144 -24.068733 0.4235 0.0415 0
1679 64.058212 -24.069511 0.38795 0.045 0
1680 64.057068 -24.068701 1.759 0.005 0
1681 64.036621 -24.067266 0.9377 0.0 1
1682 64.020821 -24.068968 2.27505 0.046 0
1683 64.021378 -24.069118 3.054899 0.035 0
1684 64.04287 -24.069275 2.699999 0.42785 0
1685 64.047546 -24.068892 1.8964 0.0 1
1686 64.032639 -24.068645 2.0922 0.0 1
1687 64.043327 -24.068516 0.3625 0.0675 0
1688 64.027641 -24.068945 0.527 0.0575 0
1689 64.021545 -24.068489 3.0 0.3485 0
1690 64.047371 -24.068674 1.9143 0.1 0
